,country_region_code,country_region,sub_region_1,iso_3166_2_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
35872,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-03,-30.0,-23.0,178.0,-61.0,-74.0,18.0
35873,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-04,-18.0,3.0,63.0,-50.0,-47.0,13.0
35874,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-05,-13.0,5.0,148.0,-47.0,-45.0,12.0
35875,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-06,-13.0,4.0,173.0,-46.0,-44.0,12.0
35876,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-07,-19.0,-3.0,169.0,-45.0,-43.0,11.0
35877,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-08,-18.0,-4.0,232.0,-28.0,-5.0,1.0
35878,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-09,-14.0,-7.0,180.0,-33.0,-6.0,1.0
35879,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-10,-16.0,-2.0,142.0,-50.0,-45.0,12.0
35880,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-11,-16.0,1.0,128.0,-49.0,-44.0,12.0
35881,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-12,-14.0,0.0,155.0,-48.0,-44.0,12.0
35882,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-13,-14.0,2.0,164.0,-47.0,-44.0,12.0
35883,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-14,-18.0,-2.0,165.0,-45.0,-43.0,10.0
35884,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-15,-18.0,-4.0,225.0,-28.0,-5.0,1.0
35885,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-16,-15.0,-7.0,127.0,-35.0,-8.0,2.0
35886,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-17,-18.0,-4.0,107.0,-50.0,-45.0,12.0
35887,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-18,-15.0,1.0,136.0,-48.0,-43.0,11.0
35888,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-19,-14.0,-1.0,140.0,-48.0,-43.0,12.0
35889,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-20,-13.0,3.0,149.0,-46.0,-43.0,11.0
35890,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-21,-18.0,-3.0,148.0,-45.0,-42.0,10.0
35891,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-22,-18.0,-4.0,210.0,-29.0,-4.0,1.0
35892,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-23,-13.0,-7.0,180.0,-32.0,-5.0,0.0
35893,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-24,-16.0,-3.0,134.0,-49.0,-44.0,11.0
35894,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-25,-15.0,2.0,141.0,-47.0,-43.0,11.0
35895,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-26,-16.0,-2.0,94.0,-48.0,-43.0,12.0
35896,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-27,-14.0,2.0,114.0,-46.0,-42.0,12.0
35897,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-28,-18.0,-3.0,122.0,-45.0,-41.0,11.0
35898,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-29,-17.0,-1.0,132.0,-30.0,-6.0,2.0
35899,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-30,-10.0,-4.0,193.0,-28.0,-4.0,0.0
35900,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-08-31,-12.0,1.0,142.0,-46.0,-43.0,10.0
35901,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-01,-13.0,3.0,122.0,-45.0,-43.0,10.0
35902,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-02,-14.0,-1.0,87.0,-48.0,-43.0,12.0
35903,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-03,-12.0,3.0,138.0,-44.0,-42.0,10.0
35904,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-04,-13.0,2.0,142.0,-42.0,-43.0,9.0
35905,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-05,-16.0,0.0,176.0,-29.0,-9.0,1.0
35906,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-06,-3.0,2.0,235.0,-28.0,-8.0,-1.0
35907,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-07,-43.0,-42.0,119.0,-63.0,-80.0,20.0
35908,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-08,-13.0,11.0,53.0,-47.0,-44.0,11.0
35909,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-09,-16.0,0.0,63.0,-48.0,-42.0,12.0
35910,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-10,-14.0,2.0,85.0,-46.0,-41.0,11.0
35911,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-11,-17.0,-3.0,111.0,-44.0,-39.0,10.0
35912,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-12,-14.0,0.0,165.0,-28.0,-2.0,2.0
35913,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-13,-13.0,-4.0,103.0,-34.0,-6.0,3.0
35914,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-14,-15.0,-2.0,91.0,-48.0,-39.0,11.0
35915,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-15,-15.0,0.0,82.0,-47.0,-38.0,11.0
35916,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-16,-16.0,-4.0,93.0,-47.0,-39.0,11.0
35917,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-17,-16.0,-1.0,91.0,-46.0,-39.0,11.0
35918,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-18,-18.0,-5.0,83.0,-45.0,-37.0,10.0
35919,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-19,-15.0,-1.0,133.0,-32.0,-3.0,3.0
35920,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-20,-11.0,-3.0,139.0,-35.0,-3.0,2.0
35921,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-21,-18.0,-4.0,82.0,-49.0,-40.0,11.0
35922,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-22,-19.0,-1.0,78.0,-48.0,-39.0,11.0
35923,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-23,-19.0,-2.0,82.0,-48.0,-38.0,12.0
35924,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-24,-20.0,-1.0,68.0,-48.0,-38.0,12.0
35925,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-25,-21.0,-4.0,95.0,-47.0,-36.0,11.0
35926,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-26,-16.0,0.0,159.0,-34.0,0.0,2.0
35927,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-27,-13.0,-3.0,143.0,-36.0,-2.0,2.0
35928,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-28,-21.0,-3.0,65.0,-51.0,-38.0,12.0
35929,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-29,-20.0,0.0,45.0,-50.0,-37.0,12.0
35930,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-09-30,-20.0,-1.0,12.0,-51.0,-38.0,13.0
35931,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-01,-18.0,3.0,46.0,-49.0,-36.0,12.0
35932,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-02,-23.0,-4.0,36.0,-49.0,-35.0,12.0
35933,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-03,-18.0,-1.0,100.0,-35.0,-3.0,4.0
35934,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-04,-20.0,-5.0,15.0,-44.0,-8.0,5.0
35935,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-05,-21.0,-1.0,55.0,-50.0,-38.0,12.0
35936,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-06,-21.0,1.0,50.0,-50.0,-37.0,12.0
35937,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-07,-22.0,-1.0,22.0,-52.0,-38.0,13.0
35938,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-08,-20.0,5.0,46.0,-49.0,-36.0,12.0
35939,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-09,-20.0,6.0,74.0,-46.0,-36.0,11.0
35940,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-10,-23.0,4.0,117.0,-37.0,-5.0,4.0
35941,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-11,-21.0,1.0,112.0,-42.0,-8.0,3.0
35942,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-12,-58.0,-51.0,106.0,-70.0,-80.0,22.0
35943,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-13,-23.0,4.0,56.0,-50.0,-38.0,12.0
35944,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-14,-23.0,-2.0,50.0,-50.0,-37.0,13.0
35945,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-15,-26.0,-5.0,-8.0,-53.0,-37.0,15.0
35946,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-16,-23.0,-3.0,43.0,-49.0,-35.0,13.0
35947,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-17,-19.0,0.0,109.0,-36.0,-3.0,5.0
35948,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-18,-21.0,-6.0,44.0,-44.0,-8.0,6.0
35949,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-19,-27.0,-8.0,-1.0,-55.0,-38.0,14.0
35950,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-20,-23.0,0.0,32.0,-51.0,-37.0,13.0
35951,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-21,-25.0,-5.0,15.0,-53.0,-37.0,14.0
35952,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-22,-24.0,-2.0,17.0,-50.0,-36.0,14.0
35953,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-23,-24.0,-6.0,75.0,-48.0,-34.0,12.0
35954,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-24,-21.0,0.0,58.0,-38.0,-4.0,6.0
35955,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-25,-20.0,-5.0,46.0,-43.0,-8.0,6.0
35956,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-26,-26.0,-6.0,7.0,-53.0,-38.0,14.0
35957,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-27,-26.0,-5.0,-6.0,-53.0,-36.0,13.0
35958,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-28,-22.0,0.0,27.0,-50.0,-36.0,13.0
35959,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-29,-22.0,0.0,3.0,-51.0,-35.0,14.0
35960,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-30,-23.0,-1.0,1.0,-49.0,-34.0,13.0
35961,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-10-31,-20.0,4.0,47.0,-36.0,-3.0,5.0
35962,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-01,-25.0,-8.0,-20.0,-47.0,-11.0,7.0
35963,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-02,-27.0,-8.0,-12.0,-55.0,-38.0,14.0
35964,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-03,-26.0,-4.0,-1.0,-53.0,-36.0,13.0
35965,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-04,-25.0,-6.0,35.0,-52.0,-36.0,13.0
35966,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-05,-24.0,-4.0,34.0,-51.0,-35.0,14.0
35967,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-06,-24.0,-6.0,49.0,-50.0,-34.0,13.0
35968,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-07,-18.0,-2.0,113.0,-35.0,-2.0,5.0
35969,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-08,-14.0,-4.0,130.0,-40.0,-5.0,4.0
35970,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-09,-23.0,-6.0,57.0,-53.0,-36.0,13.0
35971,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-10,-21.0,-1.0,60.0,-51.0,-35.0,12.0
35972,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-11,-21.0,-3.0,24.0,-53.0,-39.0,14.0
35973,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-12,-22.0,-2.0,19.0,-52.0,-35.0,14.0
35974,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-13,-24.0,-5.0,1.0,-51.0,-35.0,14.0
35975,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-14,-20.0,0.0,43.0,-40.0,-5.0,6.0
35976,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-15,-28.0,-15.0,-33.0,-52.0,-13.0,8.0
35977,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-16,-26.0,-8.0,-13.0,-56.0,-38.0,14.0
35978,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-17,-27.0,-7.0,-17.0,-55.0,-36.0,14.0
35979,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-18,-26.0,-8.0,-15.0,-55.0,-37.0,15.0
35980,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-19,-23.0,-3.0,8.0,-53.0,-35.0,14.0
35981,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-20,-22.0,-3.0,30.0,-50.0,-35.0,14.0
35982,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-21,-19.0,2.0,16.0,-40.0,-4.0,7.0
35983,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-22,-29.0,-16.0,-29.0,-51.0,-12.0,8.0
35984,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-23,-30.0,-11.0,-19.0,-58.0,-39.0,15.0
35985,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-24,-29.0,-6.0,-18.0,-57.0,-37.0,15.0
35986,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-25,-30.0,-11.0,-25.0,-58.0,-37.0,16.0
35987,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-26,-23.0,-1.0,-7.0,-55.0,-37.0,15.0
35988,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-27,-25.0,-5.0,-5.0,-53.0,-36.0,15.0
35989,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-28,-22.0,-1.0,30.0,-43.0,-5.0,7.0
35990,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-29,-21.0,-5.0,44.0,-48.0,-10.0,7.0
35991,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-11-30,-28.0,-10.0,-35.0,-59.0,-38.0,15.0
35992,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-01,-34.0,-12.0,-26.0,-58.0,-40.0,17.0
35993,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-02,-27.0,-4.0,-14.0,-56.0,-37.0,15.0
35994,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-03,-25.0,-1.0,-8.0,-55.0,-36.0,15.0
35995,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-04,-30.0,-9.0,-21.0,-56.0,-35.0,16.0
35996,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-05,-25.0,-1.0,4.0,-45.0,-6.0,8.0
35997,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-06,-25.0,-7.0,9.0,-51.0,-12.0,8.0
35998,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-07,-28.0,-7.0,-14.0,-58.0,-38.0,15.0
35999,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-08,-28.0,-4.0,-12.0,-57.0,-36.0,14.0
36000,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-09,-30.0,-9.0,-21.0,-57.0,-37.0,16.0
36001,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-10,-25.0,0.0,-3.0,-55.0,-36.0,15.0
36002,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-11,-25.0,-2.0,6.0,-54.0,-35.0,15.0
36003,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-12,-29.0,-4.0,-24.0,-49.0,-8.0,9.0
36004,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-13,-24.0,-5.0,3.0,-50.0,-11.0,8.0
36005,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-14,-29.0,-5.0,-16.0,-59.0,-39.0,15.0
36006,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-15,-27.0,-1.0,-18.0,-57.0,-38.0,15.0
36007,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-16,-29.0,-6.0,-32.0,-59.0,-38.0,16.0
36008,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-17,-25.0,3.0,-16.0,-56.0,-37.0,16.0
36009,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-18,-27.0,-1.0,-9.0,-55.0,-36.0,16.0
36010,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-19,-28.0,0.0,-2.0,-45.0,-8.0,8.0
36011,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-20,-25.0,-4.0,0.0,-49.0,-11.0,8.0
36012,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-21,-17.0,16.0,1.0,-57.0,-46.0,15.0
36013,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-22,-14.0,27.0,-2.0,-56.0,-46.0,15.0
36014,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-23,-10.0,39.0,4.0,-55.0,-48.0,15.0
36015,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-24,-26.0,29.0,-20.0,-62.0,-64.0,21.0
36016,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-25,-86.0,-79.0,-17.0,-83.0,-86.0,29.0
36017,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-26,-65.0,-48.0,-8.0,-67.0,-44.0,15.0
36018,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-27,-49.0,-28.0,17.0,-61.0,-27.0,11.0
36019,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-28,-45.0,-15.0,-8.0,-73.0,-72.0,26.0
36020,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-29,-39.0,-3.0,11.0,-66.0,-60.0,22.0
36021,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-30,-39.0,1.0,-27.0,-67.0,-61.0,24.0
36022,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2020-12-31,-31.0,19.0,18.0,-67.0,-65.0,23.0
36023,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-01,-79.0,-74.0,-1.0,-83.0,-85.0,33.0
36024,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-02,-51.0,-20.0,17.0,-60.0,-30.0,14.0
36025,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-03,-50.0,-24.0,2.0,-62.0,-24.0,12.0
36026,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-04,-45.0,-14.0,-14.0,-65.0,-47.0,19.0
36027,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-05,-44.0,-11.0,-17.0,-64.0,-47.0,19.0
36028,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-06,-46.0,-16.0,-18.0,-65.0,-47.0,20.0
36029,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-07,-45.0,-12.0,-7.0,-64.0,-46.0,20.0
36030,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-08,-47.0,-18.0,-15.0,-65.0,-45.0,21.0
36031,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-09,-45.0,-12.0,32.0,-58.0,-18.0,12.0
36032,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-10,-46.0,-18.0,15.0,-61.0,-22.0,11.0
36033,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-11,-48.0,-18.0,-20.0,-66.0,-46.0,19.0
36034,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-12,-47.0,-14.0,-24.0,-66.0,-46.0,19.0
36035,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-13,-45.0,-11.0,-21.0,-66.0,-47.0,19.0
36036,CA,Canada,Ontario,CA-ON,ChIJrxNRX7IFzkwRCR5iKVZC-HA,2021-01-14,-54.0,-24.0,-22.0,-68.0,-49.0,21.0
